Country;Year;Series;Capital city;Value
Niger;2005;Capital city population(as a percentage of total urban population);Niamey;37.1
Niger;2010;Urban population(percent);;16.2
Niger;2010;Urban population(percent growth rate per annum);;3.7
Niger;2010;Rural population(percent growth rate per annum);;3.8
Niger;2010;Capital city population(thousands) ;Niamey;954
Niger;2010;Capital city population(as a percentage of total population);Niamey;5.8
Niger;2010;Capital city population(as a percentage of total urban population);Niamey;35.8
Niger;2015;Urban population(percent);;16.2
Niger;2015;Urban population(percent growth rate per annum);;3.9
Niger;2015;Rural population(percent growth rate per annum);;3.8
Niger;2015;Capital city population(thousands) ;Niamey;1109
Niger;2015;Capital city population(as a percentage of total population);Niamey;5.6
Niger;2015;Capital city population(as a percentage of total urban population);Niamey;34.3
Niger;2018;Urban population(percent);;16.4
Niger;2018;Capital city population(thousands) ;Niamey;1214
Nigeria;2005;Urban population(percent);;39.1
Nigeria;2005;Urban population(percent growth rate per annum);;4.8
Nigeria;2005;Rural population(percent growth rate per annum);;1.2
Nigeria;2005;Capital city population(thousands) ;Abuja;1316
Nigeria;2005;Capital city population(as a percentage of total population);Abuja;0.9
Nigeria;2005;Capital city population(as a percentage of total urban population);Abuja;2.4
Nigeria;2010;Urban population(percent);;43.5
Nigeria;2010;Urban population(percent growth rate per annum);;4.8
Nigeria;2010;Rural population(percent growth rate per annum);;1.1
Nigeria;2010;Capital city population(thousands) ;Abuja;1814
Nigeria;2010;Capital city population(as a percentage of total population);Abuja;1.1
Nigeria;2010;Capital city population(as a percentage of total urban population);Abuja;2.6
Nigeria;2015;Urban population(percent);;47.8
Nigeria;2015;Urban population(percent growth rate per annum);;4.6
Nigeria;2015;Rural population(percent growth rate per annum);;1.1
Nigeria;2015;Capital city population(thousands) ;Abuja;2442
Nigeria;2015;Capital city population(as a percentage of total population);Abuja;1.3
Nigeria;2015;Capital city population(as a percentage of total urban population);Abuja;2.8
Nigeria;2018;Urban population(percent);;50.3
Nigeria;2018;Capital city population(thousands) ;Abuja;2919
Niue;2005;Urban population(percent);;35.2
Niue;2005;Urban population(percent growth rate per annum);;-1.1
Niue;2005;Rural population(percent growth rate per annum);;-3.1
Niue;2010;Urban population(percent);;38.7
Niue;2010;Urban population(percent growth rate per annum);;1.2
Niue;2010;Rural population(percent growth rate per annum);;-1.7
Niue;2015;Urban population(percent);;42.6
Niue;2015;Urban population(percent growth rate per annum);;1.9
Niue;2015;Rural population(percent growth rate per annum);;-1.3
Niue;2018;Urban population(percent);;44.8
Niue;2018;Capital city population(thousands) ;Alofi;1
Northern Mariana Islands;2005;Urban population(percent);;90.6
Northern Mariana Islands;2005;Urban population(percent growth rate per annum);;-1.5
Northern Mariana Islands;2005;Rural population(percent growth rate per annum);;-2.5
Northern Mariana Islands;2010;Urban population(percent);;90.9
Northern Mariana Islands;2010;Urban population(percent growth rate per annum);;-3.1
Northern Mariana Islands;2010;Rural population(percent growth rate per annum);;-4.0
Northern Mariana Islands;2010;Capital city population(thousands) ;Garapan;4
Northern Mariana Islands;2015;Urban population(percent);;91.4
Northern Mariana Islands;2015;Urban population(percent growth rate per annum);;0.2
Northern Mariana Islands;2015;Rural population(percent growth rate per annum);;-0.8
Northern Mariana Islands;2018;Urban population(percent);;91.6
Norway;2005;Urban population(percent);;77.7
Norway;2005;Urban population(percent growth rate per annum);;1.0
Norway;2005;Rural population(percent growth rate per annum);;-0.8
Norway;2005;Capital city population(thousands) ;Oslo;818
Norway;2005;Capital city population(as a percentage of total population);Oslo;17.7
Norway;2005;Capital city population(as a percentage of total urban population);Oslo;22.7
Norway;2010;Urban population(percent);;79.1
Norway;2010;Urban population(percent growth rate per annum);;1.4
Norway;2010;Rural population(percent growth rate per annum);;-0.3
Norway;2010;Capital city population(thousands) ;Oslo;898
Norway;2010;Capital city population(as a percentage of total population);Oslo;18.4
Norway;2010;Capital city population(as a percentage of total urban population);Oslo;23.2
Norway;2015;Urban population(percent);;81.1
Norway;2015;Urban population(percent growth rate per annum);;1.7
Norway;2015;Rural population(percent growth rate per annum);;-0.8
Norway;2015;Capital city population(thousands) ;Oslo;969
Norway;2015;Capital city population(as a percentage of total population);Oslo;18.6
Norway;2015;Capital city population(as a percentage of total urban population);Oslo;23.0
Norway;2018;Urban population(percent);;82.2
Norway;2018;Capital city population(thousands) ;Oslo;1012
Oman;2005;Urban population(percent);;72.4
Oman;2005;Urban population(percent growth rate per annum);;2.3
Oman;2005;Rural population(percent growth rate per annum);;1.4
Oman;2005;Capital city population(thousands) ;Muscat;622
Oman;2005;Capital city population(as a percentage of total population);Muscat;24.8
Oman;2005;Capital city population(as a percentage of total urban population);Muscat;34.2
Oman;2010;Urban population(percent);;75.2
Oman;2010;Urban population(percent growth rate per annum);;4.6
Oman;2010;Rural population(percent growth rate per annum);;1.7
Oman;2010;Capital city population(thousands) ;Muscat;721
Oman;2010;Capital city population(as a percentage of total population);Muscat;23.7
Oman;2010;Capital city population(as a percentage of total urban population);Muscat;31.6
Oman;2015;Urban population(percent);;81.4
Oman;2015;Urban population(percent growth rate per annum);;8.0
Oman;2015;Rural population(percent growth rate per annum);;0.7
Oman;2015;Capital city population(thousands) ;Muscat;1180
Oman;2015;Capital city population(as a percentage of total population);Muscat;28.1
Oman;2015;Capital city population(as a percentage of total urban population);Muscat;34.6
Oman;2018;Urban population(percent);;84.5
Oman;2018;Capital city population(thousands) ;Muscat;1447
Pakistan;2005;Urban population(percent);;34.0
Pakistan;2005;Urban population(percent growth rate per annum);;2.7
Pakistan;2005;Rural population(percent growth rate per annum);;1.8
Pakistan;2005;Capital city population(thousands) ;Islamabad;676
Pakistan;2005;Capital city population(as a percentage of total population);Islamabad;0.4
Pakistan;2005;Capital city population(as a percentage of total urban population);Islamabad;1.3
Pakistan;2010;Urban population(percent);;35.0
Pakistan;2010;Urban population(percent growth rate per annum);;2.6
Pakistan;2010;Rural population(percent growth rate per annum);;1.7
Pakistan;2010;Capital city population(thousands) ;Islamabad;804
Pakistan;2010;Capital city population(as a percentage of total population);Islamabad;0.5
Pakistan;2010;Capital city population(as a percentage of total urban population);Islamabad;1.3
Pakistan;2015;Urban population(percent);;36.0
Pakistan;2015;Urban population(percent growth rate per annum);;2.7
Pakistan;2015;Rural population(percent growth rate per annum);;1.8
Pakistan;2015;Capital city population(thousands) ;Islamabad;957
Pakistan;2015;Capital city population(as a percentage of total population);Islamabad;0.5
Pakistan;2015;Capital city population(as a percentage of total urban population);Islamabad;1.4
Pakistan;2018;Urban population(percent);;36.7
Pakistan;2018;Capital city population(thousands) ;Islamabad;1061
Palau;2005;Urban population(percent);;71.2
Palau;2005;Urban population(percent growth rate per annum);;1.0
Palau;2005;Rural population(percent growth rate per annum);;0.2
Palau;2010;Urban population(percent);;74.8
Palau;2010;Urban population(percent growth rate per annum);;1.6
Palau;2010;Rural population(percent growth rate per annum);;-2.2
Palau;2015;Urban population(percent);;78.2
Palau;2015;Urban population(percent growth rate per annum);;1.7
Palau;2015;Rural population(percent growth rate per annum);;-2.1
Palau;2018;Urban population(percent);;79.9
Palau;2018;Capital city population(thousands) ;Melekeok;11
Panama;2005;Urban population(percent);;63.7
Panama;2005;Urban population(percent growth rate per annum);;2.4
Panama;2005;Rural population(percent growth rate per annum);;1.1
Panama;2005;Capital city population(thousands) ;Panama City;1352
Panama;2005;Capital city population(as a percentage of total population);Panama City;40.6
Panama;2005;Capital city population(as a percentage of total urban population);Panama City;63.8
Panama;2010;Urban population(percent);;65.1
Panama;2010;Urban population(percent growth rate per annum);;2.2
Panama;2010;Rural population(percent growth rate per annum);;1.0
Panama;2010;Capital city population(thousands) ;Panama City;1504
Panama;2010;Capital city population(as a percentage of total population);Panama City;41.3
Panama;2010;Capital city population(as a percentage of total urban population);Panama City;63.4
Panama;2015;Urban population(percent);;66.7
Panama;2015;Urban population(percent growth rate per annum);;2.2
Panama;2015;Rural population(percent growth rate per annum);;0.8
Panama;2015;Capital city population(thousands) ;Panama City;1673
Panama;2015;Capital city population(as a percentage of total population);Panama City;42.2
Panama;2015;Capital city population(as a percentage of total urban population);Panama City;63.2
Panama;2018;Urban population(percent);;67.7
Panama;2018;Capital city population(thousands) ;Panama City;1783
Papua New Guinea;2005;Urban population(percent);;13.1
Papua New Guinea;2005;Urban population(percent growth rate per annum);;2.4
Papua New Guinea;2005;Rural population(percent growth rate per annum);;2.5
Papua New Guinea;2005;Capital city population(thousands) ;Port Moresby;281
Papua New Guinea;2005;Capital city population(as a percentage of total population);Port Moresby;4.5
Papua New Guinea;2005;Capital city population(as a percentage of total urban population);Port Moresby;34.0
Papua New Guinea;2010;Urban population(percent);;13.0
Papua New Guinea;2010;Urban population(percent growth rate per annum);;2.2
Papua New Guinea;2010;Rural population(percent growth rate per annum);;2.4
Papua New Guinea;2010;Capital city population(thousands) ;Port Moresby;312
Papua New Guinea;2010;Capital city population(as a percentage of total population);Port Moresby;4.4
Papua New Guinea;2010;Capital city population(as a percentage of total urban population);Port Moresby;33.7
Papua New Guinea;2015;Urban population(percent);;13.0
Papua New Guinea;2015;Urban population(percent growth rate per annum);;2.2
Papua New Guinea;2015;Rural population(percent growth rate per annum);;2.2
Papua New Guinea;2015;Capital city population(thousands) ;Port Moresby;345
Papua New Guinea;2015;Capital city population(as a percentage of total population);Port Moresby;4.4
Papua New Guinea;2015;Capital city population(as a percentage of total urban population);Port Moresby;33.5
Papua New Guinea;2018;Urban population(percent);;13.2
Papua New Guinea;2018;Capital city population(thousands) ;Port Moresby;367
Paraguay;2005;Urban population(percent);;57.6
Paraguay;2005;Urban population(percent growth rate per annum);;2.6
Paraguay;2005;Rural population(percent growth rate per annum);;0.7
Paraguay;2005;Capital city population(thousands) ;Asunción;2134
Paraguay;2005;Capital city population(as a percentage of total population);Asunción;36.8
Paraguay;2005;Capital city population(as a percentage of total urban population);Asunción;63.9
Paraguay;2010;Urban population(percent);;59.3
Paraguay;2010;Urban population(percent growth rate per annum);;1.9
Paraguay;2010;Rural population(percent growth rate per annum);;0.6
Paraguay;2010;Capital city population(thousands) ;Asunción;2587
Paraguay;2010;Capital city population(as a percentage of total population);Asunción;41.7
Paraguay;2010;Capital city population(as a percentage of total urban population);Asunción;70.3
Paraguay;2015;Urban population(percent);;60.8
